iter	RMSE
464	0.24171276
465	0.2416483637
466	0.241594623
467	0.2415302462
468	0.2414355354
469	0.2413764715
470	0.2413263029
471	0.2412684788
472	0.2411972338
473	0.2411359083
474	0.2410740553
475	0.2410119499
476	0.2409735855
477	0.2408636159
478	0.2408183869
479	0.2407635439
480	0.2406603898
481	0.2406043151
482	0.2405124723
483	0.2404085377
484	0.2403401588
485	0.2402841795
486	0.2401900045
487	0.2401016809
488	0.2400260648
489	0.2399649701
490	0.2398756063
491	0.2397606992
492	0.2396703632
493	0.23962904
494	0.2395581344
495	0.2394755179
496	0.2394158948
497	0.23937592
498	0.2393107279
499	0.239250799
500	0.239190882
501	0.2391370671
502	0.2390787116
503	0.2390286124
504	0.23898849
505	0.2389367385
506	0.2388329479
507	0.2387601798
508	0.238655175
509	0.2385654416
510	0.2384853511
511	0.2384268927
512	0.2383524831
513	0.2382633935
514	0.2381689931
515	0.2381314703
516	0.2380988474
517	0.2380325519
518	0.2379476023
519	0.2378872728
520	0.2378397834
521	0.2377281607
522	0.2376530407
523	0.2375589223
524	0.2375004005
525	0.2374449625
526	0.2373552759
527	0.2372920931
528	0.2372385739
529	0.2371990804
530	0.2371575686
531	0.2371122974
532	0.2370511306
533	0.2369618547
534	0.2368939161
535	0.2368349235
536	0.2367540908
537	0.236662299
538	0.2365966151
539	0.2365241669
540	0.2364442874
541	0.2363542546
542	0.2362577102
543	0.2362248858
544	0.2361252958
545	0.2360667549
546	0.2359867947
547	0.2359080515
548	0.2358459755
549	0.235756468
550	0.2357068809
551	0.2355921551
552	0.2355384633
553	0.2354796318
554	0.2354153532
555	0.2353318299
556	0.2352609981
557	0.2351771561
558	0.2351342208
559	0.2350674279
560	0.2350011197
561	0.2349132451
562	0.2348744026
563	0.2348080573
564	0.2347527891
565	0.2347058217
566	0.2346651847
567	0.2346151779
568	0.2345801036
569	0.2345133995
570	0.2344608437
571	0.2343390939
572	0.2342816214
573	0.2342453719
574	0.2341475655
575	0.2341022029
576	0.2340375286
577	0.2339737449
578	0.2339195509
579	0.2338861666
580	0.2338177208
581	0.2337702692
582	0.2336802777
583	0.233633949
584	0.2335438561
585	0.2335160953
586	0.2334654818
587	0.2333924591
588	0.233348804
589	0.2332892451
590	0.2332140487
591	0.2331534491
592	0.2330730869
593	0.2330260598
594	0.2329489476
595	0.2328827166
596	0.2328071052
597	0.2327502531
598	0.2327140865
599	0.232629122
600	0.2325607697
601	0.2324734545
602	0.2323971225
603	0.2323604206
604	0.2323288742
605	0.2322872808
606	0.2322150248
607	0.2321683681
608	0.2321280551
609	0.2320685221
610	0.2320261435
611	0.2319585867
612	0.231920986
613	0.2318304528
614	0.2317677118
615	0.2317181636
616	0.231658882
617	0.2315611962
618	0.2314963952
619	0.2314572423
620	0.2314115431
621	0.2313382443
622	0.2312711208
623	0.2311662783
624	0.2310919249
625	0.2310642246
626	0.2310064159
627	0.2309528132
628	0.2308807056
629	0.2308303798
630	0.230777212
631	0.2307086676
632	0.2306540356
633	0.2306164255
634	0.2305718302
635	0.2304916905
636	0.2304164628
637	0.2303698941
638	0.2303069204
639	0.2302419228
640	0.2302089412
641	0.2301423843
642	0.2300724192
643	0.2300110972
644	0.2299732365
645	0.2299270488
646	0.2298581159
647	0.229785318
648	0.2297077583
649	0.229655564
650	0.2296059395
651	0.2295582432
652	0.2295231836
653	0.2294879636
654	0.2294562806
655	0.2293956524
656	0.2293607688
657	0.2293030814
658	0.2292528554
659	0.2291869752
660	0.2291547336
661	0.2290685742
662	0.2289922563
663	0.2289177224
664	0.2288523567
665	0.2287831357
666	0.2287180295
667	0.2286653839
668	0.2286180547
669	0.2285635866
670	0.2285324905
671	0.2284680073
672	0.2284194543
673	0.2283562748
674	0.2283107532
675	0.2282215091
676	0.2281624924
677	0.228068658
678	0.228025176
679	0.2279816303
680	0.2279163364
681	0.2278630491
682	0.2278020197
683	0.2277331456
684	0.2276877817
685	0.2276158363
686	0.2275482952
687	0.2274628356
688	0.2274162601
689	0.2273456348
690	0.2273025479
691	0.2272366961
692	0.2271835589
693	0.2271382671
694	0.227073523
695	0.2270372904
696	0.2269887852
697	0.2269388372
698	0.2269083076
699	0.2268762833
700	0.2268219663
701	0.2267977032
702	0.2267696664
703	0.2267333578
704	0.2266847956
705	0.2266091543
706	0.2265672758
707	0.226509907
708	0.2264616862
709	0.2264285013
710	0.2263829149
711	0.2263329239
712	0.2262861897
713	0.2262423053
714	0.226209238
715	0.2261692789
716	0.226124418
717	0.2260301425
718	0.2259755786
719	0.225906128
720	0.225845427
721	0.2257994968
722	0.2257689189
723	0.2257331929
724	0.2256629434
725	0.2256031877
726	0.2255140423
727	0.2254803852
728	0.2253981833
729	0.22536816
730	0.2253166213
731	0.2252272094
732	0.2251892786
733	0.2251623507
734	0.2251304845
735	0.2251019624
736	0.225043567
737	0.2249880816
738	0.2249149884
739	0.224834156
740	0.2247892418
741	0.2247512177
742	0.224675386
743	0.2246267717
744	0.2245435808
745	0.2244855639
746	0.2244154071
747	0.2243659549
748	0.2242731314
749	0.2242535817
750	0.2241859472
751	0.2241598289
752	0.2241104327
753	0.224043706
754	0.2239777327
755	0.2239273094
756	0.2238955842
757	0.2238574098
758	0.2238194953
759	0.2237302768
760	0.2236820721
761	0.2236505852
762	0.2236012121
763	0.2235340462
764	0.2234706615
765	0.2234462342
766	0.2234043839
767	0.2233397162
768	0.2233127482
769	0.2232429664
770	0.2231740648
771	0.2231361752
772	0.2230897839
773	0.2230441855
774	0.2230069134
775	0.2229757701
776	0.2229375004
777	0.2228719944
778	0.2228210348
779	0.222786872
780	0.2227391387
781	0.2226777472
782	0.222627214
783	0.222565923
784	0.2225426236
785	0.2225218684
786	0.2224488211
787	0.2224014219
788	0.2223626375
789	0.2222946443
790	0.2222269405
791	0.222182652
792	0.2221173115
793	0.2220796689
794	0.2220068272
795	0.2219667804
796	0.2219046445
797	0.2218425803
798	0.2218195527
799	0.2217591087
800	0.2216994446
801	0.2216571802
802	0.2216209125
803	0.2216001326
804	0.221556848
805	0.2215329877
806	0.2214701277
807	0.2214059231
808	0.2213499585
809	0.2213225926
810	0.2212749208
811	0.2212177717
812	0.2211706128
813	0.2211350655
814	0.2210863072
815	0.2210514599
816	0.2210083481
817	0.220964203
818	0.2209054307
819	0.2208702671
820	0.2208256692
821	0.2207781025
822	0.2207520396
823	0.2207186367
824	0.2206613962
825	0.220578441
826	0.2205560471
827	0.2205219738
828	0.2204577996
829	0.2204037893
830	0.2203589754
831	0.2203209331
832	0.2202627914
833	0.2202164119
834	0.2201514315
835	0.2200891074
836	0.220035662
837	0.2199905615
838	0.2199485181
839	0.2198771206
840	0.2198206325
841	0.2197713615
842	0.2197302785
843	0.2196992958
844	0.2196608208
845	0.2196288514
846	0.2195957644
847	0.2195664561
848	0.2195217725
849	0.2194811002
850	0.2194449885
851	0.2194099548
852	0.2193814105
853	0.2193505937
854	0.2193013854
855	0.2192646465
856	0.219209602
857	0.2191375475
858	0.2190923151
859	0.2190411861
860	0.2190139644
861	0.2189622909
862	0.2188987239
863	0.2188553201
864	0.2188207987
865	0.2187889316
866	0.2187622168
867	0.2187320408
868	0.2187047531
869	0.2186385227
870	0.2185638631
871	0.2185237834
872	0.2184833183
873	0.2184252792
874	0.2183766953
875	0.2183346386
876	0.2183057539
877	0.2182629303
878	0.2182270803
879	0.2181966599
880	0.2181385586
881	0.2180948105
882	0.2180632155
883	0.2180330533
884	0.2179797321
885	0.2179101166
886	0.2178990758
887	0.2178527609
888	0.2178196275
889	0.2177924876
890	0.2177444791
891	0.2177053791
892	0.2176711119
893	0.2176494129
894	0.2175929753
895	0.2175474657
896	0.2174922381
897	0.2174403027
898	0.217391306
899	0.2173582557
900	0.2173249408
901	0.2172831596
902	0.2172583141
903	0.2171931244
904	0.2171492479
905	0.217111697
906	0.2170728089
907	0.2170467172
908	0.2170221756
909	0.2169975427
910	0.2169283926
911	0.2168938482
912	0.2168594845
913	0.2168264649
914	0.2167823873
915	0.2167051363
916	0.2166339738
917	0.2166141464
918	0.2165489817
919	0.2165019828
920	0.2164557738
921	0.2164201939
922	0.2163726858
923	0.2163259767
924	0.216287191
925	0.2162516883
926	0.2162127285
927	0.2161734518
928	0.2161283084
929	0.2160726016
930	0.2160160904
931	0.2159640836
932	0.2159058042
933	0.2158798337
934	0.2158233264
935	0.2157939148
936	0.2157552664
937	0.215720949
938	0.2156810864
939	0.2156212927
940	0.2155669855
941	0.2155264153
942	0.2155032766
943	0.2154376813
944	0.2153999173
945	0.2153598639
946	0.2153265216
947	0.2152858919
948	0.2152641399
949	0.215225968
950	0.2151901996
951	0.2151621272
952	0.2151106442
953	0.2150629047
954	0.215041504
955	0.2149875519
956	0.2149518696
957	0.2148971792
958	0.2148496451
959	0.214798676
960	0.2147380519
961	0.2147038701
962	0.2146629554
963	0.2146346283
964	0.2145820488
965	0.214536192
966	0.2145037014
967	0.2144660005
968	0.2144196736
969	0.2143754161
970	0.2143117969
971	0.214246212
972	0.2141977425
973	0.2141516547
974	0.2140957795
975	0.2140555182
976	0.2140019529
977	0.2139395865
978	0.2138799264
979	0.2138338521
980	0.2137844278
981	0.2137466173
982	0.2136926846
983	0.2136384629
984	0.2135864917
985	0.2135150071
986	0.2134630474
987	0.213410686
988	0.2133561377
989	0.2132965985
990	0.2132581369
991	0.2132228803
992	0.2131776296
993	0.213132408
994	0.2130645203
995	0.2130212046
996	0.2129734892
997	0.2129465619
998	0.2129209684
999	0.2128826996
